19860,57785,38101,18788,7329.5,1191.3,7889.5,22090,947.11,32180,24352,2171.3,10681,6277,9916.7,839.82,22671,15229,24736,2763.6,2729.7,8407.2,22531,33865,29052,32283,44411,18350,11034,29093,16172,26803,5890.5,23177,169.46,22243,14856,2924.2,9468.9,480.27,10456,9501.9,5902.7,10529,26201,4352.6,11474,25116,12927,5622,4837.9,15121,857.63,3441.9,4613.9,7612.2,17383,24662,17609,39800,36114,12171,12158,17006,4465.1,950.21,6782.8,7791
6618.1,3718.7,6416,7638.9,3648.5,4256.6,11354,4688.7,7629.9,7316.5,15878,3225.8,1561.9,8639,10897,4814.1,10263,11574,3035,1370.8,2487.1,6486.1,9349.6,16924,9386.3,13652,2045.5,554.79,12208,9948.2,7890.2,12698,2095,9874.1,2196.6,9676.8,6980.9,6207.5,10550,1842.9,4293.6,981.38,8514.8,8952.6,14211,4911.4,7284.1,13582,8354.7,5727,15312,2214.2,8113.9,3802.8,4960.5,6666.7,9823.9,19622,2629.8,12331,16391,3014.4,5209.2,6038.1,7236.9,11785,3847,1398.6
15628,29975,2723.3,32116,21557,2221.3,58432,8314.3,24554,14643,29272,3897.5,30050,45564,3504.3,1922.9,8864.3,70048,808.32,3944.5,1284.9,43297,1119.5,16583,5189.4,15618,40434,3505.7,7538.4,4374.6,14109,5388.7,11971,6064,33365,11097,3203.6,16675,24453,120.42,16946,27941,46951,28088,42687,11748,5177.7,54579,14601,1732.1,3275.5,78058,7956,1709.5,8163.1,28382,1483,10934,3802.1,18829,8765.9,4649.2,7722.6,1213.2,537.45,21407,21809,12869
5515.2,8851.6,4283.2,9213.4,15950,2124.2,15382,8623.7,4333.8,8024.2,11365,870.82,7674.7,12280,8299.2,693.17,8612.1,10558,340.02,1793.1,324.91,17157,4160.6,11835,4771.7,2484.3,5697.6,1920.7,2510.8,6346.5,1604.6,3369.4,11998,11393,4379.5,7221.8,3277.6,6499.6,9678,2954.8,15639,4073.8,6849.9,15763,18677,2313.2,9223.9,16238,4435.7,6114,458,15682,8475,1718.8,829.06,7200.6,15226,5519.6,9116.8,5258.2,4121.1,280.89,2288.8,1078.8,3431.5,12657,12316,5920.2
5531.8,7118.4,8967.9,22081,1826.4,1375,7284.8,4679.6,2972.8,32671,1004.7,4118.9,196.06,9363.3,7208.2,1252.2,502.88,4624.7,22104,1633.9,9129.9,6925.5,4996.6,3212.8,5405.7,6089.1,10049,1999.9,7076.6,6839.9,4757.5,11304,1805.5,3237.6,10157,18935,10789,20935,2075.7,1575.6,2398.6,15025,5266.4,4555.4,4401,3197.8,2708.4,18200,3651.1,7670,10117,1247.8,5385.2,2157.5,3919.1,26559,28490,27178,25555,12941,12073,6324.1,6400,2323.9,6416,10743,1405.1,11948
2278.4,20844,9149.1,11944,13276,554.36,2206.8,2351.9,2567.7,1875.1,37264,1297.3,2254.8,19167,13363,9795.7,11642,3756.6,2201.1,1671.9,5844.5,6256.4,20515,29157,17738,20080,18860,6018.8,9673.2,11152,412.47,9238.4,10812,25185,14645,13763,5064,12543,9087.9,3629.7,12603,4232.6,11496,9379.5,27098,554.74,11307,22605,13174,7923.5,9871.2,16807,2299,3430.9,3805.9,9244.9,8135.1,23190,4722.8,29104,18054,1183.9,2168,7741.3,8041,2494.3,6272.6,1667
7293,22275,9110.2,3724.9,24685,333.87,8240,12746,4326,30324,34781,3200.6,8050.5,13938,11002,9289.8,18207,2561.5,7198.5,691.49,5643.9,19695,26990,31005,24890,29335,6298.5,2988.6,11463,12254,4706.1,17067,19246,30968,2726.7,23277,986.46,9275.5,9583.6,1796.8,8129.7,8781.3,8299.7,12027,28863,461.14,10104,21631,8008.7,5520.7,16167,843.84,299.44,1033.6,2521.8,17521,13172,25520,12471,21186,3848.7,1906.5,8036.8,16356,8291.8,4190,9843.4,1329.9
42847,64003,15924,34909,22287,4138.7,21224,21902,4127.7,41675,19053,11880,23750,49101,33607,9514.2,21421,1570.2,8569.9,13244,3181.4,24229,17710,43995,16006,51100,40147,10439,22505,22102,26346,19111,15595,43188,17384,43696,13636,33656,22031,2324.3,19773,57344,17424,18508,2643.5,17730,27851,18126,11337,2888.9,22941,8338.9,11781,616.01,3353.9,23415,30557,27897,22779,71566,21425,1636.9,18679,23197,11582,30627,18717,44306
3011.8,3494.5,533.11,3044.4,1835.7,857.04,2013.3,3784.7,557.16,2121.4,3481.6,2263.8,900.55,3009.6,1247.1,535.7,10494,1445.1,2306.8,435.46,569.15,5536,2602.6,8131.6,6045.8,4400,2300.7,1509.5,4441.6,4516.6,1364.1,3491.4,774.09,3077.6,7678.7,4657.6,6758.9,2836,516.39,1241,1969.5,452.37,1798.8,2436.2,4274.6,1661.9,834.05,2437.4,2262.2,3251.4,8763.1,2588.5,4455.1,879.95,1477.7,2845.9,13531,8240.1,11111,6425,4728.8,2222,393.52,5045.2,4416,8968.2,521.06,10613
5981.1,13337,4152.5,2444.3,4698,5016.8,1858.8,4651.5,2195.6,11747,13477,1744.1,11447,9811,13778,453.09,12528,4520.1,3593.8,3448.7,1646.2,7915.7,10026,15871,8090.4,6972.9,18465,3987.7,5992.9,9484.4,4906.3,9495,4032.5,13242,4532.2,13473,7676.2,7762.3,6454.2,3773.6,9591.8,5382.4,3263.3,10703,19133,1906.8,9203.1,5935.2,9639.5,1753.9,9506.8,7396.5,4371.4,4407.9,3121.4,2740.1,11068,16124,7408.4,4958.4,16451,3425,12508,2882.7,3669.2,11122,7684.3,17411
